tier,cgpa,leetcode_problems_solved,github_commits_last_year,hackathon_wins,past_internships,projects,communication_score,sector_demand_index,salary_lpa
3,8.81,3,16,0,4,5,77.7,1.06,16.55
2,7.98,22,372,0,0,6,87.5,1.0,14.83
2,6.32,17,1198,1,1,4,100.0,1.05,21.26
3,9.41,104,466,0,0,3,58.5,0.99,11.11
3,8.53,63,744,1,0,3,86.8,0.94,9.32
3,9.03,32,83,0,3,2,49.2,1.04,15.67
2,9.54,100,524,1,1,3,82.5,1.14,23.73
3,9.37,71,192,3,1,2,67.8,1.11,21.52
2,7.48,20,291,0,3,3,61.0,1.02,16.02
2,7.83,244,62,0,1,2,67.3,0.95,15.24
3,7.73,117,483,0,1,4,59.8,1.13,13.14
2,8.61,12,582,0,1,6,87.1,0.95,14.86
2,7.9,498,144,0,1,3,86.0,1.21,27.32
2,7.67,269,159,1,1,5,81.9,1.05,20.62
1,7.37,28,331,1,0,1,55.1,0.96,16.98
3,7.32,14,194,1,0,4,100.0,1.12,12.77
2,7.86,21,258,0,3,4,97.4,1.04,17.33
1,9.06,104,507,1,0,5,68.0,0.98,22.48
2,6.36,48,149,0,0,1,79.5,0.99,11.26
2,7.59,8,257,0,1,2,54.4,1.24,10.59
3,7.91,30,227,0,0,5,75.9,0.97,9.61
1,9.49,29,380,0,2,3,66.0,1.1,24.25
3,6.98,14,439,1,0,2,44.0,1.24,10.67
1,6.56,42,3,0,0,1,49.1,1.02,15.73
2,9.31,149,1378,0,3,3,90.1,1.16,26.65
3,8.11,6,408,2,2,2,60.2,1.11,17.97
3,6.99,22,33,3,1,1,64.1,0.94,15.47
1,8.77,94,342,0,2,5,79.3,1.05,24.82
3,5.25,103,110,0,0,3,61.0,1.17,4.64
2,7.44,202,12,1,1,4,65.5,1.02,19.24
3,7.85,266,143,1,1,1,57.4,0.81,9.57
3,8.21,0,99,1,1,5,63.8,0.98,12.43
3,6.51,28,409,0,1,2,84.0,0.89,7.97
3,6.49,95,452,0,0,4,73.7,1.09,10.79
2,9.35,12,176,0,2,9,46.2,1.1,20.86
3,7.52,15,44,0,0,3,83.9,1.02,6.98
2,7.69,0,527,0,3,4,39.3,1.19,18.96
1,6.63,166,564,0,2,3,93.2,1.04,27.35
1,6.4,61,122,2,1,2,87.1,1.04,27.09
2,6.82,16,126,1,4,3,79.8,0.88,19.75
3,8.93,304,189,2,2,2,73.0,0.88,19.97
3,6.75,489,110,0,0,1,67.7,1.08,13.17
3,7.22,531,35,0,1,1,70.6,1.06,14.41
1,9.44,221,382,0,1,4,50.9,1.24,27.87
2,10.0,162,1129,0,1,2,90.2,1.18,21.77
3,5.74,3,301,0,1,3,77.6,0.89,6.11
2,5.0,4,754,1,0,2,61.4,1.07,10.67
3,6.64,38,575,1,2,2,100.0,0.97,15.38
3,6.33,482,24,0,0,1,50.8,1.0,8.32
3,8.07,311,198,0,0,1,73.7,0.95,10.71
3,7.48,10,510,1,1,5,71.6,1.12,14.66
3,7.34,77,439,1,1,3,68.4,0.99,12.47
2,8.55,66,1896,0,1,4,90.3,0.94,16.34
3,5.0,148,88,1,1,3,54.8,0.97,11.36
2,6.76,0,150,0,2,5,64.5,1.03,11.89
2,7.36,245,24,1,1,3,77.1,0.93,19.4
1,8.74,90,1,0,2,5,64.2,0.99,23.26
3,7.43,217,164,0,0,4,68.2,0.87,10.3
2,7.99,21,131,1,0,6,100.0,1.02,16.89
2,7.11,26,771,0,2,3,74.7,0.85,14.19
2,7.45,84,99,0,1,2,55.4,1.05,11.35
3,7.15,192,10,0,1,3,74.6,0.91,11.92
3,7.22,197,59,0,1,1,96.2,0.92,12.04
3,7.59,270,85,1,2,1,62.5,0.72,13.36
3,9.24,132,628,0,3,4,76.8,0.97,16.89
2,8.0,2,667,3,1,5,64.0,1.07,23.4
2,7.25,64,278,1,1,1,98.9,1.3,20.01
3,8.15,275,1117,1,2,0,61.1,0.96,15.56
2,7.72,59,10,0,0,3,47.7,1.02,11.29
2,8.2,313,819,0,1,0,78.6,1.08,19.33
2,7.03,170,24,0,1,5,53.6,0.87,12.5
2,8.09,339,94,0,1,3,65.9,0.91,17.33
2,8.11,88,476,1,2,2,34.2,0.8,11.69
3,5.8,77,252,0,2,2,77.4,1.0,10.42
2,7.04,18,811,0,0,3,92.5,1.0,11.6
3,7.29,105,31,0,2,2,50.8,1.02,9.64
2,7.11,523,92,2,0,4,51.6,1.09,26.11
2,6.27,125,548,0,0,1,63.7,1.19,10.83
1,5.0,54,504,0,1,2,58.4,1.08,20.12
3,8.73,287,193,0,1,0,51.9,0.96,10.77
2,5.0,311,605,1,3,3,43.6,1.08,22.11
3,9.87,277,216,1,0,1,68.6,1.05,15.18
3,7.22,91,29,0,2,3,56.1,1.08,11.42
3,6.7,88,32,0,0,3,49.3,1.1,8.39
2,5.64,229,68,1,0,3,93.7,0.93,16.37
2,5.51,94,262,1,0,2,75.9,0.96,11.71
2,6.43,410,17,2,3,7,71.8,0.95,27.13
3,7.73,79,187,0,1,5,31.1,1.09,10.92
2,9.19,49,356,0,1,3,51.6,0.99,13.89
3,5.64,26,120,1,2,5,86.3,0.89,11.68
3,7.93,222,65,0,1,1,57.4,1.03,13.54
2,5.28,199,100,0,1,1,62.8,0.94,11.19
2,6.41,196,588,2,3,1,57.1,0.97,24.27
3,8.1,7,45,0,0,4,92.2,0.88,10.49
2,6.28,383,105,0,1,4,63.8,1.07,17.43
1,9.35,153,156,0,2,2,52.5,0.95,22.32
3,8.41,233,145,0,3,8,88.5,0.96,20.24
2,8.09,53,95,1,0,0,69.2,1.02,10.35
3,6.83,183,1108,0,3,5,73.9,1.13,19.62
3,6.46,308,459,0,1,4,63.0,1.17,18.54
3,6.95,192,20,1,1,1,80.5,0.96,12.16
2,7.8,27,162,0,0,3,67.8,0.94,11.26
2,7.8,188,57,0,0,0,53.7,1.15,12.47
3,6.52,91,277,1,1,4,59.3,1.01,11.6
2,6.63,15,9,1,1,6,100.0,1.15,18.99
2,5.64,135,469,0,2,1,53.6,1.02,14.24
2,10.0,166,397,0,1,4,63.4,0.85,15.98
2,6.42,3,369,0,3,2,64.6,0.9,13.3
2,5.48,176,3,0,0,4,62.2,1.04,9.85
3,5.0,82,414,0,1,1,86.9,1.03,8.46
2,6.69,72,241,0,0,4,60.2,1.01,11.37
1,7.99,190,171,0,1,5,69.5,1.1,23.8
3,7.37,427,49,0,1,3,36.3,0.89,8.68
3,7.27,80,77,0,0,3,94.5,1.05,7.7
2,8.38,67,663,0,0,1,76.9,0.97,13.51
2,8.2,256,44,0,1,3,67.7,1.11,19.07
3,6.42,392,175,0,1,3,84.6,1.03,15.62
3,7.81,214,51,0,1,4,76.7,1.03,15.9
3,7.58,0,258,0,0,3,73.1,0.99,10.84
3,6.79,17,616,0,1,6,64.7,1.08,12.91
2,9.22,102,108,1,1,0,72.9,0.85,15.65
3,6.57,559,248,0,4,6,60.3,1.14,27.58
1,6.81,53,921,1,2,5,73.2,0.93,23.98
3,6.93,486,346,1,1,2,72.1,0.94,15.6
3,8.61,210,6,1,1,1,84.1,1.03,16.38
3,8.8,190,180,0,1,0,87.4,0.96,14.76
2,9.12,76,825,0,0,4,67.7,0.83,9.9
1,8.43,17,128,1,0,2,91.9,0.97,21.66
3,7.38,67,93,1,1,2,63.1,0.96,11.3
3,8.65,103,52,1,1,6,43.9,0.86,12.23
3,7.95,333,394,0,0,2,70.1,0.8,10.97
2,7.35,253,330,0,1,3,100.0,1.12,20.75
2,6.94,66,266,0,1,7,67.5,1.08,16.25
3,7.29,38,146,0,3,2,65.7,0.93,13.37
2,6.93,110,282,0,2,1,96.4,0.9,16.51
3,8.0,644,90,0,0,6,55.0,0.89,17.04
2,7.24,1,14,0,1,1,64.3,0.93,9.68
3,8.09,23,148,0,0,4,73.1,1.1,12.03
3,8.11,228,249,0,2,3,66.3,1.16,18.22
3,7.51,44,578,0,1,4,62.6,0.89,10.0
2,6.96,26,38,0,0,0,57.6,1.08,9.09
3,6.41,8,150,3,2,4,60.8,1.08,19.0
2,7.37,182,148,0,1,3,100.0,0.87,13.5
3,7.85,4,581,0,1,1,46.0,1.16,7.07
2,5.86,246,624,0,1,6,66.1,0.98,15.56
2,5.37,352,148,4,0,2,67.2,0.88,17.89
2,7.35,17,140,1,1,6,63.0,0.89,14.53
2,6.43,1,198,0,1,3,78.2,1.06,13.64
3,8.71,359,305,1,2,4,67.6,1.03,20.05
2,9.07,326,1248,0,1,7,58.8,0.98,22.81
3,6.29,3,421,1,2,4,78.5,0.85,8.48
3,5.46,63,678,0,0,1,82.7,1.2,10.06
1,8.19,188,110,1,0,3,59.8,1.0,26.77
3,7.74,51,433,2,4,4,93.3,1.02,24.84
2,7.97,214,313,1,0,3,45.5,1.1,17.85
1,8.42,98,135,0,0,5,100.0,0.99,22.72
2,7.0,63,301,0,2,1,57.6,1.06,13.86
3,7.26,14,466,0,1,3,75.1,0.81,7.45
1,8.47,19,14,1,4,3,82.4,0.93,27.94
3,8.04,52,150,0,0,3,76.8,1.0,7.99
3,9.96,4,186,1,2,4,54.8,0.94,16.25
3,7.85,42,110,0,1,2,89.4,1.05,9.78
1,7.81,3,134,0,2,4,60.7,1.29,27.15
3,8.56,104,92,0,2,2,56.7,0.99,14.12
3,9.98,196,244,0,2,6,100.0,1.07,22.37
3,8.36,184,101,1,0,4,65.3,1.13,13.9
3,7.16,293,101,2,1,4,63.6,0.96,16.11
3,6.71,15,200,1,1,2,87.1,0.85,8.19
1,7.69,168,32,2,1,1,79.0,0.9,22.96
2,6.18,254,97,1,2,5,69.1,1.05,22.1
2,8.27,378,186,0,1,3,78.2,1.08,18.19
2,7.86,234,230,0,1,0,45.4,0.9,13.23
2,8.12,112,1467,1,1,5,73.3,0.93,16.08
2,5.37,89,256,1,1,1,90.1,0.99,13.41
2,9.12,72,358,0,1,2,74.3,0.94,14.53
3,6.15,222,144,0,0,0,87.3,1.24,10.96
1,5.99,231,770,0,2,4,71.0,1.23,30.2
3,5.08,345,95,1,2,3,71.2,0.8,14.2
2,6.77,5,373,1,1,4,72.1,1.17,18.16
3,7.68,311,5,0,1,3,38.4,1.05,11.77
3,7.38,5,395,0,0,2,57.7,0.95,6.27
2,8.34,95,124,2,0,1,58.9,1.06,18.99
2,9.03,181,1052,0,2,4,60.7,0.98,20.42
2,9.13,93,361,1,1,6,74.6,0.82,14.7
2,7.19,136,66,0,0,5,84.7,1.1,14.47
3,7.32,48,314,1,1,2,65.9,1.12,10.54
3,7.34,82,213,0,2,4,87.4,0.9,13.32
2,7.0,67,132,0,1,2,42.8,1.05,12.51
2,9.93,38,464,1,0,4,61.7,0.96,15.01
2,7.87,1,237,0,1,4,47.4,1.07,14.21
1,8.11,116,4,0,1,4,71.9,0.82,20.81
3,8.32,88,41,0,1,0,64.4,1.05,11.41
2,8.96,17,440,0,1,3,64.2,0.91,13.7
3,7.22,154,50,0,1,3,69.9,1.06,10.12
1,8.11,99,89,0,1,4,84.0,0.86,19.45
2,8.21,243,30,1,2,5,100.0,1.23,28.36
3,5.63,27,285,1,3,5,74.7,0.84,12.52
2,6.91,168,324,1,1,4,51.0,1.24,21.88
3,7.3,2,336,0,2,4,48.9,1.2,12.99
3,8.69,156,73,0,1,3,98.8,0.99,14.54
2,10.0,102,439,0,1,0,73.8,0.82,12.81
1,6.98,232,374,1,1,5,61.4,1.04,26.42
3,6.93,123,443,0,0,5,67.1,1.17,11.97
3,8.03,72,513,1,2,2,93.0,0.78,13.39
3,5.43,133,232,0,1,2,77.8,1.11,12.4
2,5.36,4,234,0,1,4,42.5,0.99,8.24
3,7.34,67,899,1,0,4,55.5,1.03,11.52
2,6.85,80,213,1,2,5,51.4,0.96,18.3
3,8.84,77,32,0,1,3,52.9,1.02,13.06
3,7.05,217,30,0,3,3,56.6,0.93,14.54
2,5.93,137,239,1,2,9,81.7,1.09,23.86
3,6.28,24,869,0,2,4,74.5,1.01,10.62
2,8.93,93,38,3,0,5,100.0,1.22,27.57
3,6.62,89,1133,1,0,2,66.1,0.92,10.93
2,7.09,450,272,0,2,4,70.6,1.01,23.2
3,7.14,16,258,1,2,3,81.6,0.99,13.14
1,6.8,39,540,1,1,5,85.4,1.1,25.47
3,7.87,113,18,1,1,4,66.2,1.0,14.73
3,9.63,69,701,0,2,2,70.7,1.01,13.84
2,8.16,81,354,0,1,4,42.8,1.06,15.01
2,8.49,198,37,0,1,4,40.8,1.15,14.78
3,6.34,102,201,0,1,2,61.4,0.94,10.05
2,7.95,130,212,1,0,4,80.7,0.99,13.25
3,9.14,111,1031,0,4,5,63.0,0.93,17.82
2,7.22,90,251,2,1,4,68.2,0.88,15.71
3,7.5,279,490,1,1,2,63.7,1.13,18.82
1,8.42,222,24,0,0,1,95.9,0.97,18.69
2,9.34,19,323,0,1,4,88.2,0.98,17.07
2,8.92,67,173,0,0,3,82.6,1.07,13.05
2,5.98,27,726,1,3,2,57.0,0.95,17.37
2,7.9,190,13,1,1,1,95.9,1.09,19.63
2,6.77,42,788,0,3,2,71.2,1.13,18.45
3,7.11,93,98,0,1,2,59.5,1.09,10.95
3,5.94,54,498,0,3,1,82.2,0.98,12.64
3,7.18,158,360,1,3,2,74.4,1.04,19.02
1,6.48,91,40,0,1,3,74.5,0.91,16.46
3,7.31,279,137,1,1,0,66.7,1.07,13.22
2,8.09,6,41,0,3,3,76.2,0.88,12.74
3,7.84,7,264,0,4,6,77.6,1.15,19.0
2,8.56,520,19,0,2,3,57.8,0.9,18.96
2,6.92,151,290,0,0,0,49.4,1.08,13.99
2,5.47,176,1,0,0,1,89.9,1.07,11.63
3,9.42,628,21,1,1,6,69.3,1.04,22.14
2,8.16,218,531,1,2,2,39.4,1.13,21.97
3,8.21,209,337,0,2,1,57.3,0.91,9.89
2,8.15,449,213,0,2,1,55.4,1.07,18.92
3,7.81,20,66,1,3,4,63.7,1.03,16.21
3,8.69,468,425,0,0,3,88.0,1.0,14.86
2,6.71,97,812,3,2,5,58.6,0.96,20.66
2,8.45,55,358,0,0,5,64.2,0.96,9.69
3,7.93,49,145,1,2,1,54.1,0.96,12.26
3,7.66,32,292,0,2,3,81.2,1.02,11.56
2,6.91,574,46,1,1,7,88.7,0.81,19.55
3,7.8,7,121,1,0,0,47.1,1.01,8.29
3,7.25,104,122,0,3,2,44.7,1.01,11.15
2,8.53,133,986,0,3,4,64.3,0.91,16.93
3,6.95,53,171,0,0,3,43.5,1.17,10.59
2,6.26,52,224,0,0,4,88.3,1.05,13.96
1,8.18,104,589,1,2,3,72.7,0.87,19.07
3,10.0,227,201,1,1,5,72.0,1.14,19.51
2,7.81,50,28,0,2,2,88.8,1.13,18.36
2,7.33,92,165,1,2,6,70.3,1.11,21.74
3,9.65,17,10,2,0,3,67.0,1.06,12.69
3,8.05,3,333,0,0,2,73.3,1.04,9.06
3,7.32,13,493,3,1,2,73.1,1.17,18.54
3,9.56,150,14,1,1,4,63.2,0.92,13.8
3,6.61,12,697,0,0,4,79.9,1.14,8.38
1,7.1,269,225,0,1,6,72.8,0.8,18.33
2,7.91,40,131,0,0,2,51.2,1.08,9.04
3,10.0,89,24,0,1,2,49.9,1.15,17.48
2,6.39,163,184,0,2,3,78.5,0.93,14.27
3,6.14,151,253,1,2,6,59.1,1.09,15.48
3,7.77,164,470,0,1,2,69.4,1.1,11.89
2,9.29,337,872,0,1,5,100.0,1.0,21.7
3,8.58,38,253,1,0,2,52.6,1.09,10.66
3,6.69,36,947,0,3,4,43.5,1.13,17.62
2,6.12,103,160,0,1,0,74.7,1.06,13.3
3,6.71,255,17,0,1,3,50.9,1.12,12.64
2,7.63,135,97,0,2,5,81.3,1.05,18.87
2,7.88,6,135,0,2,5,56.5,1.08,16.89
3,7.21,39,285,1,2,4,80.0,1.12,16.73
3,7.18,441,160,1,0,3,69.1,1.0,14.58
3,7.17,209,310,1,0,3,78.4,0.91,11.07
3,8.23,118,117,1,3,2,65.6,0.89,13.36
3,7.92,97,209,0,2,4,69.3,0.97,13.2
2,8.25,342,999,0,0,4,68.7,0.87,15.82
3,7.91,106,259,2,2,4,77.3,0.93,15.53
3,5.26,36,24,2,0,1,77.4,1.11,12.27
2,7.51,2,46,0,3,2,70.3,0.91,12.05
2,6.7,120,460,0,1,7,50.4,1.06,15.28
3,9.4,65,148,0,1,0,47.3,1.09,12.16
3,6.12,95,492,0,0,2,57.9,1.07,6.33
3,5.21,194,74,0,1,2,74.4,1.08,11.96
3,8.45,298,31,1,1,2,44.5,1.06,18.43
3,7.79,30,54,1,3,1,86.7,0.77,12.85
3,7.67,119,209,1,1,3,100.0,0.88,13.09
3,7.99,34,132,0,1,1,68.4,0.95,9.06
1,7.39,19,361,0,1,1,69.3,1.08,19.42
3,6.95,365,6,0,1,5,80.1,1.05,15.64
3,7.7,74,1155,1,0,2,68.9,1.15,14.13
3,6.23,68,575,1,2,2,69.7,1.03,13.6
3,9.28,197,2,0,2,0,61.3,0.95,10.04
2,6.72,83,25,0,1,5,70.1,0.96,13.78
2,6.04,14,230,0,1,3,96.8,1.0,14.48
2,7.97,473,15,1,1,4,93.7,0.99,22.55
2,6.51,204,136,0,1,2,79.8,1.09,17.01
2,8.93,74,699,1,0,1,55.9,1.1,15.91
3,5.11,105,151,0,1,4,58.7,1.14,7.72
2,5.52,34,121,0,1,4,74.8,0.97,10.62
2,7.05,262,168,0,1,4,85.9,1.12,19.03
3,7.66,25,403,0,2,6,51.1,1.07,15.03
3,6.61,278,468,0,0,2,57.1,1.0,9.67
2,7.18,153,42,2,4,4,51.5,1.11,25.42
3,9.58,273,350,1,2,4,74.1,1.09,23.35
3,6.66,26,119,1,1,2,75.3,1.18,12.28
2,5.57,128,94,0,1,4,59.0,1.09,14.14
2,7.22,522,91,0,2,3,57.9,1.05,17.21
3,6.14,588,269,0,1,7,81.6,1.0,19.7
3,8.19,1,1341,0,1,3,79.6,0.84,9.9
3,8.1,64,368,0,4,4,100.0,0.93,17.12
1,7.34,319,218,1,3,5,70.2,0.96,33.15
2,7.95,368,120,0,1,2,34.1,1.04,18.09
3,6.22,17,42,1,1,2,70.5,1.19,12.66
2,8.63,14,112,0,0,2,60.6,1.01,8.53
2,6.82,51,151,0,2,2,63.6,1.04,11.95
3,9.51,172,392,0,0,5,65.7,0.95,11.18
2,7.11,144,182,0,3,0,60.3,0.94,14.74
3,6.96,490,240,0,2,4,74.5,0.9,19.37
3,7.26,449,49,3,0,2,64.6,0.85,16.74
2,8.2,5,465,1,1,0,57.5,0.97,13.58
3,9.24,47,107,0,1,4,71.2,1.13,13.63
2,7.93,130,56,0,2,4,65.7,1.07,20.88
3,10.0,76,175,3,0,4,58.7,1.0,19.21
2,6.51,505,71,0,0,2,76.0,1.08,17.8
1,7.25,247,147,0,0,1,61.9,0.75,14.69
3,6.17,72,18,0,1,0,62.2,1.0,5.22
2,6.9,198,21,0,0,1,83.4,0.97,13.75
3,6.71,17,25,2,1,0,54.3,1.03,11.59
2,5.74,174,1377,0,1,4,74.7,0.9,15.93
2,8.62,799,732,0,1,5,57.4,1.04,30.13
3,8.21,379,406,0,1,3,63.5,0.98,15.21
2,7.02,32,546,2,1,4,71.5,0.85,16.42
2,7.89,257,170,0,3,1,57.3,0.94,16.6
3,7.0,415,386,0,1,3,86.3,1.0,18.19
3,7.23,24,65,0,0,2,89.2,0.84,4.79
3,8.11,36,337,0,0,3,74.1,1.19,9.87
3,7.48,250,187,1,1,4,61.3,1.13,18.9
2,7.52,224,314,1,0,3,76.6,0.9,15.86
3,5.21,53,36,0,1,2,63.8,0.92,7.56
2,8.49,44,53,0,2,6,100.0,1.26,24.86
3,9.06,44,332,1,3,1,62.4,0.89,14.05
2,8.73,27,8,2,0,3,54.2,1.08,15.97
3,6.86,38,168,1,1,3,49.2,0.94,9.05
3,8.67,35,95,1,3,6,66.0,1.03,17.09
3,8.02,432,330,0,3,1,81.4,1.12,20.33
3,6.46,39,129,2,0,4,70.8,1.0,12.61
3,7.14,236,64,1,0,3,78.6,0.96,13.23
3,7.38,88,596,0,1,4,73.3,1.05,12.54
2,5.0,152,79,0,0,2,84.5,0.89,8.01
2,7.73,6,133,0,3,5,76.2,1.04,18.09
2,6.15,171,61,0,2,2,59.5,0.94,14.56
1,6.23,102,804,1,1,3,64.5,0.93,21.84
3,7.69,39,80,0,1,3,40.1,1.12,7.65
3,7.09,10,220,1,0,5,60.5,0.82,8.34
3,6.3,4,509,0,0,4,95.8,0.89,6.47
3,7.68,493,68,0,1,2,70.2,1.16,19.34
3,6.47,559,1922,0,1,3,81.5,0.95,19.76
2,6.47,76,113,1,2,2,47.9,1.04,13.62
2,8.91,88,773,2,0,5,61.1,0.98,16.2
2,7.69,67,56,0,1,2,42.3,0.93,10.61
2,7.9,109,85,0,2,4,60.3,0.97,14.44
3,9.38,388,355,0,3,2,86.0,0.96,19.52
3,7.22,297,57,1,0,5,61.9,0.97,12.77
3,6.74,313,380,0,2,5,59.6,1.09,17.04
3,6.76,74,152,0,2,2,89.1,1.09,14.4
3,9.72,76,90,1,2,2,81.7,0.87,11.0
2,7.39,105,46,0,0,6,67.8,1.04,14.8
3,6.38,32,41,0,1,3,71.4,0.91,7.65
2,7.66,117,338,0,1,6,51.3,1.06,15.54
2,6.75,433,574,1,2,3,40.9,0.9,20.64
1,7.01,158,874,0,1,1,72.3,1.0,21.14
2,9.45,138,147,0,0,4,86.1,0.84,9.44
2,7.65,18,297,0,1,4,74.0,0.9,11.66
2,5.97,83,151,0,0,2,60.7,1.03,9.14
3,6.97,488,295,0,0,1,77.1,0.92,8.79
3,5.28,37,133,0,2,0,71.4,0.95,7.39
2,6.59,9,327,0,2,3,70.5,0.89,11.64
1,8.7,16,461,0,2,4,60.1,0.98,22.54
3,6.63,13,317,1,3,2,62.0,1.17,14.87
1,10.0,109,145,0,1,4,61.1,0.95,18.51
3,5.0,212,1292,2,1,5,82.8,1.02,18.72
3,6.97,43,82,2,0,2,43.2,1.06,12.15
2,7.64,62,84,2,2,2,98.9,1.04,22.15
2,7.57,126,67,0,2,9,72.4,1.0,19.38
1,8.18,526,364,1,1,3,69.3,1.04,31.98
2,7.17,253,249,0,0,9,81.7,1.06,14.49
2,9.0,166,1189,0,0,4,74.4,1.01,17.51
3,6.02,33,119,0,1,3,73.8,1.09,8.1
2,7.21,195,1625,0,1,4,92.6,1.07,18.78
3,6.16,0,701,0,2,3,88.3,0.99,13.77
3,6.91,21,578,0,1,1,46.7,1.14,7.82
2,7.19,9,109,1,2,5,64.0,1.22,22.59
1,8.24,84,113,2,2,3,69.9,1.06,27.99
1,6.28,124,593,0,2,5,85.4,1.01,25.39
1,7.17,160,3,1,1,4,41.5,0.96,22.42
3,7.53,4,453,0,2,3,68.0,0.97,11.16
2,7.67,151,86,0,1,1,43.5,0.89,11.81
3,6.17,112,119,0,3,1,64.3,0.93,9.59
2,7.78,87,717,0,1,2,59.7,1.08,16.03
2,8.9,474,94,1,2,3,69.6,0.98,23.43
3,8.89,54,220,0,0,5,82.5,1.0,12.37
3,7.17,12,105,0,2,1,55.5,1.0,9.42
2,8.12,120,401,0,0,2,79.7,1.05,12.05
2,7.31,171,147,1,1,2,67.5,0.93,16.14
3,8.78,121,319,0,2,3,65.9,0.84,16.61
2,8.31,92,42,0,2,2,70.2,1.01,14.54
2,6.11,115,111,2,1,2,76.0,0.79,14.43
3,7.32,8,902,2,2,2,72.5,1.02,19.56
2,6.71,25,78,1,2,4,88.9,1.04,18.96
3,7.39,18,11,0,1,4,58.9,0.95,9.52
3,6.12,100,446,1,0,1,97.6,1.11,12.54
3,7.36,43,720,0,0,5,59.0,1.07,9.9
3,7.31,23,198,0,0,5,74.6,1.05,9.95
3,7.35,35,557,2,0,4,55.2,0.99,16.13
3,7.8,116,412,0,0,3,88.0,1.07,11.99
3,5.65,99,128,1,0,3,61.2,1.09,11.05
2,8.44,465,200,0,1,3,63.5,0.95,17.9
2,8.51,65,471,0,2,1,76.2,1.1,16.24
3,9.19,195,431,0,2,4,82.2,1.21,20.94
3,7.38,94,56,0,0,2,88.7,1.16,7.87
1,7.81,198,120,2,0,4,47.0,0.9,20.44
3,8.76,34,53,1,2,3,61.2,1.05,14.86
1,6.66,141,595,0,2,3,66.8,1.05,25.69
3,8.09,192,745,1,1,3,77.2,0.96,19.5
3,6.62,206,374,0,2,1,74.4,1.08,15.23
3,8.12,490,40,0,1,1,48.9,0.92,13.61
1,7.97,35,312,0,2,5,92.7,1.07,25.54
3,6.42,88,678,0,2,2,81.1,0.97,11.68
2,8.11,136,155,0,0,4,51.7,0.85,11.63
2,6.97,50,53,0,2,4,60.7,0.95,16.09
1,7.31,67,82,0,0,4,70.5,1.02,21.15
3,8.48,221,38,0,0,4,82.4,0.91,11.23
2,8.79,47,277,0,3,0,65.9,1.19,21.64
2,8.0,235,19,0,0,6,94.4,0.96,15.03
3,7.52,402,98,1,2,0,52.3,0.91,15.54
3,8.35,165,143,1,1,1,66.3,1.12,16.44
3,7.11,345,95,0,3,5,100.0,1.15,23.51
3,8.57,42,259,0,3,2,67.1,1.0,11.07
2,6.76,47,87,1,1,3,50.2,0.96,10.94
3,7.24,171,7,0,1,3,81.2,0.99,11.3
3,6.39,92,854,0,1,3,66.3,1.2,11.59
2,7.4,68,820,1,1,5,45.3,0.95,15.35
2,9.32,81,187,0,1,3,90.3,1.02,17.0
2,9.33,300,11,0,2,6,89.0,1.08,21.01
2,9.45,125,56,0,0,2,70.6,1.11,15.5
3,6.73,74,39,0,1,0,94.7,1.04,10.17
3,10.0,481,261,0,2,5,100.0,0.77,17.96
3,8.92,154,819,1,0,1,67.6,0.97,11.46
3,8.72,372,52,1,3,1,46.3,1.03,21.63
2,7.8,359,245,0,1,2,62.3,1.07,20.47
3,5.63,5,314,0,2,4,71.5,0.89,6.4
2,6.75,31,390,1,0,3,50.8,1.24,15.55
3,7.0,166,986,0,0,6,63.2,0.91,11.76
2,7.32,157,70,1,0,3,75.7,1.07,13.82
3,6.99,101,71,0,4,4,100.0,1.04,17.0
1,7.47,782,494,1,2,1,56.3,1.09,34.76
2,8.07,42,460,1,1,3,81.6,1.14,19.23
1,7.59,20,466,1,0,6,48.3,1.03,22.13
3,7.26,16,12,0,0,4,55.0,0.88,7.98
3,7.19,356,112,0,1,1,60.7,0.87,14.12
2,9.2,20,993,0,2,3,54.9,0.99,17.68
3,7.04,0,517,0,2,3,60.3,1.04,11.66
3,8.43,59,437,1,1,0,71.4,1.03,13.26
3,7.53,138,29,1,0,1,56.8,1.0,10.59
3,5.26,126,205,0,1,2,79.3,0.91,6.21
2,10.0,113,309,0,0,4,70.6,0.87,10.4
2,8.98,48,177,0,2,3,60.0,0.88,14.21
3,10.0,816,460,1,3,1,79.1,1.03,29.1
3,8.56,71,97,0,0,5,52.0,0.92,10.33
3,7.57,44,228,1,2,4,53.3,0.97,14.1
3,8.19,567,541,0,0,1,74.4,1.0,17.34
2,6.93,173,105,0,3,1,74.3,1.0,17.34
3,6.48,67,319,1,1,10,67.5,1.1,17.92
2,10.0,32,87,2,0,2,33.2,0.97,12.3
3,7.16,214,471,0,1,2,76.0,1.08,12.59
2,7.67,317,423,0,2,3,56.0,1.09,19.83
3,8.07,213,419,0,0,3,81.7,0.9,12.17
3,7.22,138,411,0,1,5,55.3,0.95,10.5
2,8.66,205,847,0,3,3,84.9,0.88,19.65
1,7.38,107,817,0,0,3,68.1,1.03,19.07
3,10.0,40,293,1,1,1,87.3,0.97,15.44
3,5.21,307,485,0,1,3,63.7,0.87,12.44
2,6.7,25,418,0,1,3,72.9,0.97,14.06
3,8.79,139,811,1,0,3,70.7,1.0,12.41
3,5.62,301,693,0,1,7,74.4,0.9,12.86
2,7.74,721,47,0,0,3,66.3,1.11,21.34
2,7.1,1,907,0,2,2,73.2,0.97,16.32
